numero;tipo;gravidade;evento
1801/061403;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Troll A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1712/973633;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1712/808371;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1712/889617;SSO - CSB / Shear system malfunction;MINOR;(NCS-Gullfaks C) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1712/712559;SSO - Major structural fatigue or damage;MINOR;(NCS-Asgard A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1712/709483;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1712/722568;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1712/631994;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1712/522905;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1712/515052;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1712/429450;SSO - Major structural fatigue or damage;MODERATE;(NCS-Snorre A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1712/235191;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1712/028049;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1712/072605;SSO - BOP failure during test/operation;MINOR;(NCS-Johan Sverdrup) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1712/012178;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Oseberg Field Centre) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/994492;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/999769;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/884718;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/853156;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/723442;SSO - BOP failure during test/operation;MINOR;(NCS-Heidrun) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/744686;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Heidrun) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/637122;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/502399;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/467381;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Heidrun) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/446013;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/310878;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/282715;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/227975;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/235901;SSO - CSB / Shear system malfunction;MINOR;(NCS-Statfjord B) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1711/066503;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1710/849381;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1710/869087;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Johan Sverdrup) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1710/778654;SSO - CSB / Shear system malfunction;MINOR;(NCS-Valhall) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1710/760224;SSO - Major structural fatigue or damage;MINOR;(NCS-Asgard A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1710/755074;SSO - Major structural fatigue or damage;SEVERE;(NCS-Gullfaks C) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1710/681874;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1710/559671;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1710/462674;SSO - CSB / Shear system malfunction;MINOR;(NCS-Troll A) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1710/425600;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1710/351572;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1710/397160;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1710/119158;SSO - Major structural fatigue or damage;MODERATE;(NCS-Valhall) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1710/025507;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1710/073983;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/940239;SSO - BOP failure during test/operation;MINOR;(NCS-Aasta Hansteen) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/929811;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/801961;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/881622;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/823220;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/743031;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/709080;SSO - BOP failure during test/operation;MINOR;(NCS-Martin Linge) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/773313;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/661842;SSO - CSB / Shear system malfunction;MINOR;(NCS-Snorre A) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/584193;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/495387;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/490726;SSO - Incident involving Well Control equipment / kick;SEVERE;(NCS-Johan Sverdrup) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/319151;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Asgard A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/392596;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Asgard A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/289973;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1709/093970;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1708/847491;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1708/838346;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
